Name,Revenue_2022,Revenue(% change)_2022,Profits in millions_2022,Market value_2022,Employees_2022,Revenue_2021,Revenue(% change)_2021,Profits in millions_2021,Market value_2021,Employees_2021,Sector,City,State,Ceo_woman
SiteOne Landscape Supply,3475.7,28.5,238.4,7255.5,"5,475",2704.5,0.147,121.3,7579.5,4680,Wholesalers,Roswell,GA,no
Texas Roadhouse,3463.9,44.4,245.3,5787.8,"73,300",2398.1,-0.13,31.3,6679.3,32474,"Hotels, Restaurants & Leisure",Louisville,KY,no
Akamai Technologies,3461.2,8.2,651.6,19210.0,"8,700",3198.1,0.105,557.1,16632.1,8368,Technology,Cambridge,MA,no
Acuity Brands,3461.0,4.0,306.3,6628.9,"13,000",3326.3,-0.094,248.3,5891.4,11500,Industrials,Atlanta,GA,no
Brown-Forman,3461.0,2.9,903.0,31376.6,"4,700",3363.0,0.012,827.0,32119.3,4800,"Food, Beverages & Tobacco",Louisville,KY,no
Navient,3454.0,-7.3,717.0,2592.3,"5,263",3728.0,-0.326,412.0,2629.8,6485,Financials,Wilmington,DE,no
Option Care Health,3438.6,13.4,139.9,5139.0,"6,334",3032.6,0.313,-8.1,3189.9,5499,Health Care,Bannockburn,IL,no
Floor & Decor Holdings,3433.5,41.5,283.2,8573.8,"9,276",2425.8,0.186,195.0,9988.2,7593,Retailing,Atlanta,GA,no
Public Storage,3415.8,17.2,1953.3,68438.2,"5,800",2915.1,0.024,1357.2,43131.1,5400,Financials,Glendale,CA,no
Cabot,3409.0,30.4,250.0,3871.1,"4,500",2614.0,-0.217,-238.0,2969.0,4500,Chemicals,Boston,MA,no
Atmos Energy,3407.5,20.8,665.6,16182.8,"4,684",2821.1,-0.028,601.4,12668.7,4694,Energy,Dallas,TX,no
Selective Insurance Group,3379.2,15.6,403.8,5391.5,"2,440",2922.3,0.027,246.4,4354.1,2400,Financials,Branchville,NJ,no
Take-Two Interactive Software,3372.8,9.2,588.9,17744.1,"6,495",3089.0,0.158,404.5,20351.9,5800,Media,New York,NY,no
Boyd Gaming,3369.8,54.7,463.8,7234.0,"15,114",2178.5,-0.345,-134.7,6608.3,14284,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
Plexus,3368.9,-0.6,138.9,2298.6,"19,200",3390.4,0.071,117.5,2646.7,19500,Technology,Neenah,WI,no
ScanSource,3364.2,-6.8,10.8,890.8,"2,200",3609.2,-0.068,-192.7,762.3,2200,Wholesalers,Greenville,SC,no
Franchise Group,3362.7,56.2,363.8,1669.6,"11,895",2152.5,7.11,25.1,1447.8,6421,Retailing,Delaware,OH,no
Mr. Cooper Group,3344.0,22.4,1454.0,3369.4,"8,200",2733.0,0.362,305.0,3150.0,9800,Financials,Coppell,TX,no
Fortinet,3342.2,28.8,606.8,54957.1,"10,195",2594.4,0.199,488.5,30095.7,8238,Technology,Sunnyvale,CA,no
Brinker International,3337.8,8.4,131.6,1701.9,"59,491",3078.5,-0.043,24.4,3230.4,62200,"Hotels, Restaurants & Leisure",Dallas,TX,no
Albemarle,3328.0,6.4,123.7,25899.4,"6,000",3128.9,-0.128,375.8,17053.7,5900,Chemicals,Charlotte,NC,no
Peabody Energy,3318.3,15.2,360.1,3391.5,"4,900",2881.1,-0.377,-1870.3,300.9,4600,Energy,St. Louis,MO,no
Evercore,3307.1,44.7,740.1,4275.1,"1,940",2285.3,0.126,350.6,5536.1,1791,Financials,New York,NY,no
Stewart Information Services,3305.8,44.5,323.2,1635.1,"7,300",2288.4,0.18,154.9,1392.0,5800,Financials,Houston,TX,no
Central Garden & Pet,3303.7,22.6,151.7,2286.5,"6,750",2695.5,0.131,120.7,2937.0,5950,Household Products,Walnut Creek,CA,no
GMS,3298.8,1.8,105.6,2142.1,"5,843",3241.3,0.04,23.4,1788.8,5611,Wholesalers,Tucker,GA,no
H.B. Fuller,3278.0,17.5,161.4,3505.2,"6,500",2790.3,-0.037,123.7,3286.9,6428,Chemicals,St. Paul,MN,no
Middleby,3250.8,29.3,488.5,8961.1,"10,624",2513.3,-0.151,207.3,9222.1,9289,Industrials,Elgin,IL,no
Renewable Energy Group,3244.1,51.8,213.8,3056.2,"1,196",2137.1,-0.191,122.8,2977.4,895,Energy,Ames,IA,yes
MSC Industrial Direct,3243.2,1.6,216.9,4758.3,"6,472",3192.4,-0.051,251.1,5033.9,6315,Wholesalers,Melville,NY,no
Vishay Intertechnology,3240.5,29.5,298.0,2840.1,"22,800",2501.9,-0.062,122.9,3485.1,21600,Technology,Malvern,PA,no
Applied Industrial Technologies,3235.9,-0.3,144.8,3947.9,"5,947",3245.7,-0.065,24.0,3540.3,6200,Wholesalers,Cleveland,OH,no
Lincoln Electric Holdings,3234.2,21.8,276.5,8079.1,"11,000",2655.4,-0.116,206.1,7334.6,10700,Industrials,Cleveland,OH,no
First Horizon,3234.0,-4.6,999.0,12542.9,"7,676",3390.0,0.488,845.0,9362.6,8358,Financials,Memphis,TN,no
AptarGroup,3227.2,10.2,244.1,7702.9,"13,000",2929.3,0.024,214.0,9352.0,13000,Materials,Crystal Lake,IL,no
Citrix Systems,3217.2,-0.6,307.5,12704.6,"9,700",3236.7,0.075,504.4,17259.2,9000,Technology,Fort Lauderdale,FL,no
IDEXX Laboratories,3215.4,18.8,744.8,46089.3,"10,350",2706.7,0.125,581.8,41899.5,9300,Health Care,Westbrook,ME,no
Tetra Tech,3213.5,7.3,232.8,8906.7,"21,000",2994.9,-0.036,173.9,7359.9,20000,Engineering & Construction,Pasadena,CA,no
Lyft,3208.3,35.7,-1009.4,13384.6,"4,453",2364.7,-0.346,-1752.9,20781.8,4675,Technology,San Francisco,CA,no
Gannett,3208.1,-5.8,-135.0,643.9,"16,300",3405.7,0.823,-670.5,748.0,20800,Media,McLean,VA,no
ResMed,3196.8,8.1,474.5,35463.3,"7,970",2957.0,0.134,621.7,28231.7,7770,Health Care,San Diego,CA,no
Designer Brands,3196.6,43.0,154.5,991.4,"13,500",2234.7,-0.36,-488.7,1259.8,11400,Retailing,Columbus,OH,no
Graham Holdings,3186.0,10.3,352.1,3000.6,"15,048",2889.1,-0.015,300.4,2813.1,16661,Business Services,Arlington,VA,no
Worthington Industries,3171.4,3.7,723.8,2537.8,"9,000",3059.1,-0.186,78.8,3476.1,9000,Materials,Columbus,OH,no
Calumet Specialty Products Partners,3148.0,38.8,-260.1,1070.8,"1,450",2268.2,-0.343,-149.0,479.7,1400,Energy,Indianapolis,IN,no
TransUnion,3145.0,15.8,1387.1,19882.6,"10,200",2716.6,0.023,343.2,17214.5,8200,Business Services,Chicago,IL,no
Travel + Leisure,3134.0,45.1,308.0,4966.2,"16,800",2160.0,-0.466,-255.0,5255.6,15500,"Hotels, Restaurants & Leisure",Orlando,FL,no
Dycom Industries,3130.5,-2.1,48.6,2821.0,"15,024",3199.2,-0.042,34.3,2842.7,14276,Engineering & Construction,Palm Beach Gardens,FL,no
Columbia Sportswear,3126.4,25.0,354.1,5840.4,"8,325",2501.6,-0.178,108.0,7012.4,7275,Apparel,Portland,OR,no
Grocery Outlet Holding,3079.6,-1.8,62.3,3148.0,875,3134.6,0.225,106.7,3513.8,860,Food & Drug Stores,Emeryville,CA,no
AMC Networks,3077.6,9.3,250.6,1721.7,"1,883",2815.0,-0.08,240.0,2204.0,2180,Media,New York,NY,yes
Hyster-Yale Materials Handling,3075.7,9.4,-173.0,561.2,"8,100",2812.1,-0.146,37.1,1464.7,7600,Industrials,Cleveland,OH,no
ChampionX,3075.0,61.8,113.3,4976.7,"7,000",1900.0,0.68,-743.9,4368.1,6600,Energy,The Woodlands,TX,no
Comfort Systems USA,3073.6,7.6,143.3,3200.5,"13,200",2856.7,0.092,150.1,2705.6,11100,Engineering & Construction,Houston,TX,no
EQT,3064.7,0.2,-1155.8,12955.4,693,3058.8,-0.307,-967.2,5181.1,624,Energy,Pittsburgh,PA,no
Brown & Brown,3051.4,16.8,587.1,20395.7,"12,023",2613.4,0.092,480.5,12958.2,10843,Financials,Daytona Beach,FL,no
LGI Homes,3050.1,28.8,429.6,2322.4,952,2367.9,0.288,323.9,3712.4,938,Engineering & Construction,The Woodlands,TX,no
Hyatt Hotels,3028.0,46.6,-222.0,10498.3,"44,000",2066.0,-0.588,-703.0,8377.5,37000,"Hotels, Restaurants & Leisure",Chicago,IL,no
Comerica,3024.0,-2.3,1168.0,11854.4,"7,442",3094.0,-0.189,474.0,10007.1,7681,Financials,Dallas,TX,no
Energizer Holdings,3021.5,5.6,160.9,2191.7,"6,000",2860.6,0.048,-93.3,3244.7,5900,Household Products,St. Louis,MO,no
Rackspace Technology,3009.5,11.2,-218.3,2365.6,"6,600",2707.1,0.11,-245.8,4887.3,7200,Technology,San Antonio,TX,no
Verisk Analytics,2998.6,7.7,666.2,34616.2,"9,367",2784.6,0.068,712.7,28763.6,8960,Business Services,Jersey City,NJ,no
Spectrum Brands Holdings,2998.1,-24.4,189.6,3617.6,"12,100",3964.2,-0.042,97.8,3622.9,12100,Household Products,Middleton,WI,no
Euronet Worldwide,2995.4,20.7,70.7,6658.2,"8,800",2482.7,-0.097,-3.4,7295.7,8100,Business Services,Leawood,KS,no
TEGNA,2991.1,1.8,477.0,4962.6,"6,200",2937.8,0.278,482.8,4154.4,6430,Media,Tysons,VA,no
Cadence Design Systems,2988.2,11.4,696.0,45781.7,"9,298",2682.9,0.148,590.6,38229.9,8746,Technology,San Jose,CA,no
Incyte,2986.3,12.0,948.6,17577.6,"2,094",2666.7,0.235,-295.7,17866.7,1773,Health Care,Wilmington,DE,no
Match Group,2983.3,24.8,277.7,31007.0,"2,520",2391.3,-0.497,128.6,36951.3,1890,Technology,Dallas,TX,no
Valvoline,2981.0,26.7,420.0,5660.5,"9,800",2353.0,-0.015,317.0,4729.7,8800,Chemicals,Lexington,KY,no
EnerSys,2977.9,-3.6,143.4,3076.0,"11,400",3087.9,0.1,137.1,3876.0,11400,Industrials,Reading,PA,no
Avaya Holdings,2973.0,3.5,-13.0,1076.0,"8,063",2873.0,-0.005,-680.0,2351.8,8266,Technology,Durham,NC,no
UWM Holdings,2970.3,-39.9,98.4,7223.5,"8,000",4938.6,2.863,3382.5,12729.0,7500,Financials,Pontiac,MI,no
Zions Bancorp.,2970.0,1.0,1129.0,9958.2,"9,685",2942.0,-0.093,539.0,8993.3,9678,Financials,Salt Lake City,UT,no
Quad/Graphics,2960.4,-1.6,37.8,388.5,"15,100",3009.0,-0.273,-128.3,194.9,15800,Media,Sussex,WI,no
MKS Instruments,2949.6,26.6,551.4,8327.6,"6,200",2330.0,0.226,350.1,10245.4,5600,Technology,Andover,MA,no
Arista Networks,2948.0,27.2,840.9,42773.4,"2,993",2317.5,-0.039,634.6,23043.7,2613,Technology,Santa Clara,CA,yes
Interactive Brokers Group,2938.0,18.5,308.0,27961.7,"2,571",2479.0,-0.039,195.0,6634.3,2033,Financials,Greenwich,CT,no
Range Resources,2930.2,48.8,411.8,7964.0,527,1968.7,-0.304,-711.8,2671.0,533,Energy,Fort Worth,TX,no
Cheesecake Factory,2927.5,47.6,72.4,2098.6,"45,800",1983.2,-0.201,-253.4,2715.4,42500,"Hotels, Restaurants & Leisure",Calabasas Hills,CA,no
First Solar,2923.4,7.8,468.7,8904.4,"4,800",2711.3,-0.115,398.4,9252.6,5100,Energy,Tempe,AZ,no
Bio-Rad Laboratories,2922.5,14.8,4245.9,16982.2,"7,900",2545.6,0.101,3806.3,17046.3,8000,Technology,Hercules,CA,no
Newmark Group,2906.4,52.6,750.7,3009.9,"6,169",1905.0,-0.141,80.1,1834.6,5742,Financials,New York,NY,no
PC Connection,2892.6,11.7,69.9,1375.8,"2,542",2590.3,-0.081,55.8,1214.3,2598,Wholesalers,Merrimack,NH,no
Boston Properties,2888.6,4.4,505.2,20179.9,743,2765.7,-0.066,872.7,15776.9,750,Financials,Boston,MA,no
Western Midstream Partners,2877.2,3.8,916.3,10177.4,"1,127",2772.6,0.01,527.0,7678.8,1045,Energy,The Woodlands,TX,no
Magellan Midstream Partners,2870.1,18.2,982.0,10422.1,"1,715",2427.8,-0.11,817.0,9681.5,1720,Energy,Tulsa,OK,no
Hillenbrand,2864.8,13.8,249.9,3216.2,"10,500",2517.0,0.393,-60.1,3580.8,11000,Industrials,Batesville,IN,yes
Donaldson,2853.9,10.5,286.9,6416.4,"13,100",2581.8,-0.092,257.0,7335.3,12400,Industrials,Minneapolis,MN,no
Moog,2852.0,-1.1,157.2,2814.6,"14,000",2884.6,-0.007,9.2,2664.8,12623,Aerospace & Defense,East Aurora,NY,no
Hawaiian Electric Industries,2850.4,10.5,246.2,4630.0,"3,623",2579.8,-0.103,197.8,4855.4,3702,Energy,Honolulu,HI,no
Five Below,2848.4,45.2,278.8,8825.0,"13,150",1962.1,0.062,123.4,10677.2,12050,Retailing,Philadelphia,PA,no
Fleetcor Technologies,2833.7,18.6,839.5,19398.4,"9,700",2388.9,-0.098,704.2,22408.1,8400,Business Services,Atlanta,GA,no
West Pharmaceutical Services,2831.6,31.9,661.8,30508.2,"10,065",2146.9,0.167,346.2,20809.5,9200,Health Care,Exton,PA,no
Green Plains,2827.2,47.0,-66.0,1662.5,859,1923.7,-0.37,-108.8,1208.8,839,Energy,Omaha,NE,no
Cracker Barrel Old Country Store,2821.4,11.8,254.5,2757.6,"70,000",2522.8,-0.179,-32.5,4101.6,55000,"Hotels, Restaurants & Leisure",Lebanon,TN,yes
Virtu Financial,2811.5,-13.2,476.9,6622.1,973,3239.3,1.117,649.2,5974.4,976,Financials,New York,NY,no
Teleflex,2809.6,10.7,485.4,16642.1,"14,000",2537.2,-0.022,335.3,19421.8,14000,Health Care,Wayne,PA,no
Zynga,2800.5,41.8,-104.2,10463.5,"2,952",1974.8,0.494,-429.4,11057.4,2245,Media,San Francisco,CA,no
Waters,2785.9,17.8,692.8,18783.4,"7,800",2365.4,-0.017,521.6,17671.3,7412,Technology,Milford,MA,no
Hovnanian Enterprises,2782.9,18.7,607.8,371.9,"1,784",2343.9,0.162,50.9,650.5,1697,Engineering & Construction,Matawan,NJ,no
Caleres,2777.6,31.2,137.0,727.5,"7,200",2117.1,-0.275,-439.1,827.3,6650,Retailing,St. Louis,MO,yes
FTI Consulting,2776.2,12.8,235.0,5400.1,"6,780",2461.3,0.046,210.7,4797.5,6321,Business Services,Washington,DC,no
Overstock.com,2773.8,8.8,389.4,1897.8,"1,350",2549.8,0.747,56.0,3151.3,1750,Retailing,Midvale,UT,no
Visteon,2773.0,8.8,41.0,3056.1,"10,000",2548.0,-0.135,-56.0,3404.3,10000,Motor Vehicles & Parts,Van Buren Township,MI,no
G-III Apparel Group,2766.5,34.6,200.6,1296.1,"3,250",2055.1,-0.35,23.5,1458.1,3050,Apparel,New York,NY,no
ITT,2765.0,11.6,316.3,6415.4,"9,900",2477.8,-0.129,72.5,7863.7,9700,Industrials,White Plains,NY,no
IDEX,2764.8,17.6,449.4,14591.6,"7,536",2351.6,-0.057,377.8,15891.6,7075,Industrials,Northbrook,IL,no
Popular,2764.8,6.2,934.9,6252.3,"8,351",2603.9,-0.08,506.6,5933.5,8522,Financials,Hato Rey,PR,no
Brookdale Senior Living,2758.3,-22.1,-99.3,1308.3,"28,545",3540.2,-0.127,82.0,1109.9,38250,Health Care,Brentwood,TN,yes
Werner Enterprises,2734.4,15.3,259.1,2697.9,"13,525",2372.2,-0.037,169.1,3208.0,12292,Transportation,Omaha,NE,no
Americold Realty Trust,2714.8,36.6,-30.5,7489.8,"16,275",1987.7,0.114,24.5,9708.5,16300,Financials,Atlanta,GA,no
SkyWest,2713.5,27.6,111.9,1457.6,"15,205",2127.1,-0.284,-8.5,2740.6,12502,Transportation,St. George,UT,no
Primerica,2709.7,22.2,373.4,5326.8,"3,170",2217.5,0.08,386.2,5826.2,2528,Financials,Duluth,GA,no
Nu Skin Enterprises,2695.7,4.4,147.3,2385.6,"19,600",2581.9,0.067,191.4,2689.2,26000,Household Products,Provo,UT,no
Copart,2692.5,22.1,936.5,29798.8,"8,600",2205.6,0.08,699.9,25666.4,7600,Retailing,Dallas,TX,no
PROG Holdings,2677.9,7.8,243.6,1586.9,"2,023",2484.6,-0.371,-61.5,2931.9,1868,Financials,Draper,UT,no
Splunk,2673.7,19.9,-1339.1,23881.6,"7,000",2229.4,-0.055,-908.0,22196.9,6500,Technology,San Francisco,CA,no
MRC Global,2666.0,4.1,-14.0,995.2,"2,600",2560.0,-0.301,-274.0,746.6,2600,Energy,Houston,TX,no
Stericycle,2646.9,-1.1,-27.8,5415.5,"15,465",2675.5,-0.191,-57.3,6184.5,15290,Business Services,Bannockburn,IL,yes
Ensign Group,2627.5,9.4,194.7,4958.3,"25,900",2402.6,0.051,170.5,5132.6,24400,Health Care,San Juan Capistrano,CA,no
Steelcase,2596.2,-30.3,26.1,1339.5,"11,400",3723.7,0.081,199.7,1653.5,13350,Household Products,Grand Rapids,MI,yes
Guess,2591.6,38.1,171.4,1305.5,"12,500",1876.5,-0.299,-81.2,1495.2,11000,Retailing,Los Angeles,CA,no
Playtika Holding,2583.0,8.9,308.5,7965.8,"4,000",2371.5,0.256,92.1,11145.3,3800,Media,Henderson,NV,no
ManTech International,2554.0,1.4,137.0,3517.6,"9,800",2518.4,0.133,120.5,3521.7,9400,Technology,Herndon,VA,no
BrightView Holdings,2553.6,8.8,46.3,1351.5,"20,150",2346.0,-0.024,-41.6,1773.8,19900,Business Services,Blue Bell,PA,no
NortonLifeLock,2552.0,-33.9,554.0,15441.9,"2,800",3858.0,-0.185,3887.0,12371.2,3600,Technology,Tempe,AZ,no
Deckers Outdoor,2545.6,19.4,382.6,7457.8,"3,400",2132.7,0.056,276.1,9307.9,3600,Apparel,Goleta,CA,no
Griffon,2541.7,5.6,79.2,1127.8,"6,700",2407.5,0.09,53.4,1534.8,7400,Materials,New York,NY,no
Curtiss-Wright,2505.9,4.8,267.2,5771.0,"7,800",2391.3,-0.039,201.4,4853.0,8200,Industrials,Davidson,NC,yes
MYR Group,2498.3,11.2,85.0,1594.5,"7,600",2247.4,0.085,58.8,1203.2,7200,Engineering & Construction,Henderson,CO,no
MillerKnoll,2465.1,-0.9,173.1,2617.7,"7,600",2486.6,-0.031,-9.1,2427.0,7600,Household Products,Zeeland,MI,yes
Equity Residential,2464.0,-4.2,1332.9,33802.5,"2,400",2571.7,-0.048,913.6,26693.9,2600,Financials,Chicago,IL,no
DexCom,2448.5,27.1,154.7,49824.5,"6,650",1926.7,0.305,493.6,34755.1,5950,Health Care,San Diego,CA,no
Rollins,2424.3,12.2,350.7,17260.7,"16,482",2161.2,0.072,260.8,16939.1,15616,Business Services,Atlanta,GA,no
Bruker,2417.9,21.7,277.1,9694.7,"7,765",1987.5,-0.041,157.8,9742.6,7400,Technology,Billerica,MA,no
Joann,2417.6,-12.5,56.7,463.2,"13,530",2762.3,0.233,212.3,409.8,27500,Retailing,Hudson,OH,no
Gray Television,2413.0,1.3,90.0,2093.2,"8,801",2381.0,0.122,410.0,1748.1,7140,Media,Atlanta,GA,no
Affiliated Managers Group,2412.4,19.0,565.7,5606.8,"4,050",2027.5,-0.095,202.2,6352.0,3900,Financials,West Palm Beach,FL,no
Summit Materials,2409.7,3.3,152.2,3687.8,"5,500",2332.5,0.05,138.0,3216.6,6000,Materials,Denver,CO,yes
SLM,2409.3,2.4,1160.5,5129.7,"1,450",2353.1,-0.011,880.7,6535.2,1600,Financials,Newark,DE,no
Belden,2408.1,22.1,63.9,2492.5,"7,400",1971.9,-0.209,-55.2,1981.4,6300,Industrials,St. Louis,MO,no
Allison Transmission Holdings,2402.0,15.4,442.0,3810.6,"3,400",2081.0,-0.229,299.0,4536.9,3300,Motor Vehicles & Parts,Indianapolis,IN,no
Portland General Electric,2396.0,11.7,244.0,4940.0,"2,839",2145.0,0.01,155.0,4252.2,3639,Energy,Portland,OR,yes
REV Group,2380.8,4.5,44.4,843.4,"6,800",2277.6,-0.052,-30.5,1236.2,7060,Motor Vehicles & Parts,Brookfield,WI,no
Acadia Healthcare,2376.9,-25.9,190.6,5891.3,"19,200",3209.7,0.033,-672.1,5109.0,35400,Health Care,Franklin,TN,no
Alexandria Real Estate Equities,2373.6,2.9,571.2,32188.6,559,2315.1,0.334,771.0,22458.6,470,Financials,Pasadena,CA,no
Nordson,2362.2,11.4,454.4,13157.1,"6,813",2121.1,-0.033,249.5,11540.5,7555,Industrials,Westlake,OH,no
NewMarket,2356.1,17.2,190.9,3346.7,"2,104",2010.9,-0.082,270.6,4154.4,2105,Chemicals,Richmond,VA,no
Stepan,2346.0,25.5,137.8,2215.6,"2,439",1869.8,0.006,126.8,2858.9,2293,Chemicals,Northbrook,IL,no
Valhi,2335.4,24.3,127.2,828.8,"2,847",1878.1,-0.031,55.2,579.9,2784,Chemicals,Dallas,TX,no
Cooper-Standard Holdings,2330.2,-1.9,-322.8,149.0,"21,300",2375.4,-0.236,-267.6,613.7,26550,Motor Vehicles & Parts,Northville,MI,no
SBA Communications,2308.8,10.8,237.6,37168.7,"1,596",2083.1,0.034,24.1,30343.0,1483,Financials,Boca Raton,FL,no
Murphy Oil,2300.1,16.7,-73.7,6275.3,696,1971.4,-0.53,-1148.8,2532.3,675,Energy,Houston,TX,no
Entegris,2298.9,23.6,409.1,17830.9,"6,850",1859.3,0.169,295.0,15120.7,5800,Technology,Billerica,MA,no
AvalonBay Communities,2294.9,-0.3,1004.3,34710.3,"2,883",2301.3,-0.01,827.6,25744.2,3028,Financials,Arlington,VA,no
E.W. Scripps,2283.5,19.2,122.7,1718.3,"5,600",1915.1,0.345,269.3,1585.5,5400,Media,Cincinnati,OH,no
TTEC Holdings,2273.1,16.6,141.0,3878.0,"65,000",1949.2,0.186,118.6,4695.0,61000,Technology,Englewood,CO,no
GEO Group,2256.6,-4.0,77.4,809.8,"15,800",2350.1,-0.052,113.0,941.3,20000,Business Services,Boca Raton,FL,no
Viasat,2256.1,-2.3,3.7,3630.4,"5,800",2309.2,0.117,-0.2,3294.2,6100,Technology,Carlsbad,CA,no
Benchmark Electronics,2255.3,9.8,35.8,881.4,"10,900",2053.1,-0.095,14.1,1123.2,11234,Technology,Tempe,AZ,no
Kar Auction Services,2251.6,2.9,66.5,2187.3,"8,928",2187.7,-0.376,0.5,1945.5,9400,Wholesalers,Carmel,IN,no
Kirby,2246.7,3.5,-247.0,4345.9,"5,125",2171.4,-0.235,-272.5,3622.0,5400,Transportation,Houston,TX,no
Woodward,2245.8,-10.0,208.6,7882.4,"7,200",2495.7,-0.139,240.4,7605.0,7248,Aerospace & Defense,Fort Collins,CO,no
Clear Channel Outdoor Holdings,2241.1,20.8,-433.8,1630.9,"4,600",1854.6,-0.309,-582.7,842.1,4800,Business Services,San Antonio,TX,no
Spire,2235.5,20.5,271.7,3713.6,"3,710",1855.4,-0.05,88.6,3817.5,3583,Energy,St. Louis,MO,yes
Surgery Partners,2225.1,19.6,-70.9,4919.1,"9,600",1860.1,0.016,-116.1,2649.4,9950,Health Care,Brentwood,TN,no
LHC Group,2219.6,7.6,115.7,5229.6,"23,000",2063.2,-0.008,111.6,6041.2,21150,Health Care,Lafayette,LA,no
Amedisys,2214.1,6.9,209.1,5603.9,"21,000",2105.9,0.077,183.6,8698.0,21000,Health Care,Baton Rouge,LA,no
Aerojet Rocketdyne Holdings,2188.0,5.6,143.7,3169.4,"5,000",2072.7,0.046,137.7,3758.6,4969,Aerospace & Defense,El Segundo,CA,yes
Sleep Number,2184.9,17.7,153.7,1123.7,"5,388",1856.6,0.093,139.2,3560.3,4625,Retailing,Minneapolis,MN,yes
HNI,2184.4,11.7,59.8,1568.7,"8,000",1955.4,-0.13,41.9,1698.5,7600,Household Products,Muscatine,IA,no
Dropbox,2157.9,12.7,335.8,8873.5,"2,667",1913.9,0.152,-256.3,11056.4,2760,Technology,San Francisco,CA,no
New Jersey Resources,2156.6,10.4,117.9,4405.4,"1,251",1953.7,-0.246,193.9,3837.5,1156,Energy,Wall,NJ,no
Harsco,2147.0,14.6,-3.2,969.7,"12,000",1874.1,0.035,-26.3,1354.7,11900,Business Services,Camp Hill,PA,no
Beazer Homes USA,2140.3,0.6,122.0,478.8,"1,052",2127.1,0.019,52.2,653.6,1063,Engineering & Construction,Atlanta,GA,no
Chemed,2139.3,2.9,268.6,7592.5,"14,137",2079.6,0.073,319.5,7372.2,15544,Health Care,Cincinnati,OH,no
